year,month,day,validity,causeCode,earthquakeMagnitude,locationCountry,locationName,locationLat,locationLong,maxWaterHeight,runups,numDeaths,numInjuries,descrDamage,numDestroyedHouses
1866,2,6,3,1, 6.0,GREECE,"S. COASTS PELOPONNESUS, GREECE",  36.000,   23.000,   8.60,1,,,,
1866,3,2,3,1, 6.3,ALBANIA,ALBANIAN COASTS,  40.400,   19.500,,1,,,,
1866,3,6,3,1,,GREECE,THERA ISLAND (SANTORINI),  36.404,   25.396,,0,,,,
1866,3,13,2,1,,ALBANIA,ALBANIAN COASTS,,,,0,,,,
1866,8,9,1,0,,AUSTRALIA,SYDNEY HARBOR, -33.800,  151.300,,0,,,,
1866,8,15,1,0,,AUSTRALIA,SYDNEY HARBOR, -33.800,  151.300,,0,,,,
1866,9,5,2,1,*,USA,"KODIAK ISLAND, AK",  58.000, -152.000,,1,,,1,
1866,9,12,1,6,,USA TERRITORY,"MANUA ISLANDS, AMERICAN SAMOA", -14.214, -169.590,,1,,,,
1866,10,,1,1,,GREECE,MIRTOON SEA,,,,0,,,,
1866,12,20,-1,9,,USA,"PORT TOWNSEND, WA",,,,1,,,,
1867,2,4,3,1,,GREECE,IONIAN SEA,  38.390,   20.520,,0,,,,
1867,3,15,0,1,,ITALY,LAKE MAGGIORE,  46.000,    8.700,,0,16,,1,7
1867,4,10,2,0,,GREECE,LIXOURI,,,,0,,,,
1867,5,7,4,1,,NORWAY,WESTERN NORWAY,  58.667,    6.167,,0,,,,
1867,8,5,1,0,,AUSTRALIA,SYDNEY HARBOR, -33.800,  151.300,,0,,,,
1867,9,20,4,1, 7.1,GREECE,"PELOPONNESUS, GREECE",  36.400,   22.200,   6.00,24,,,2,
1867,9,,1,1, 7.5,VENEZUELA,ISLA DE MARGARITA,  10.900,  -64.100,,2,,,,
1867,10,4,2,1,,GREECE,IONIAN SEA,,,,0,,,,
1867,11,18,4,1, 7.5,USA TERRITORY,VIRGIN ISLANDS,  18.100,  -65.100,  15.20,61,24,,3,
1867,11,19,1,0,,GREECE,AEGEAN SEA,,,,0,,,,
1867,12,18,4,1, 7.0,TAIWAN,E. CHINA SEA,  25.340,  121.910,  15.00,12,80,,2,
1868,3,17,3,1,*,USA TERRITORY,VIRGIN ISLANDS,  18.100,  -65.100,   1.50,6,,,,
1868,4,3,4,1, 7.9,USA,HAWAII,  19.000, -155.500,  13.70,28,47,,2,108
1868,4,4,-1,0,,USA,HAWAII,,,,0,,,,
1868,4,10,-1,0,,USA,HAWAII,,,,0,,,,
1868,4,20,-1,0,,USA,HAWAII,,,,0,,,,
1868,4,23,0,0,,UK,SW ENGLAND,,,,0,,,,
1868,5,15,2,1,*,USA,"SHUMAGIN ISLANDS, AK",  55.000, -161.000,   6.10,1,,,,
1868,5,22,3,1,,ITALY,LAKE GARDA,  45.700,   10.700,,0,,,,
1868,5,25,2,1,*,MEXICO,S. MEXICO,  16.800,  -99.200,,1,,,,
1868,6,13,-1,0,,USA,S. CALIFORNIA,,,,1,,,,
1868,8,11,-1,0,,PERU,PERU-NORTHERN CHILE,,,,0,,,,
1868,8,12,3,1,*,MEXICO,S. MEXICO,  16.800,  -99.900,,1,,,,
1868,8,13,4,1, 8.5,CHILE,NORTHERN CHILE, -18.600,  -71.000,  18.00,120,25000,,4,
1868,8,13,2,1, 8.5,VENEZUELA,RIO CARIBE,  10.700,  -63.100,,3,,,,
1868,8,14,4,1, 8.5,CHILE,NORTHERN CHILE, -18.600,  -71.000,    .17,1,,,,
1868,8,19,4,0,,INDIA,ANDAMAN ISLANDS,  11.670,   92.730,   4.00,1,,,2,
1868,9,5,2,4,*,ITALY,CALABRIAN ARC,  37.600,   15.133,,0,,,,
1868,9,14,2,1,*,CHILE,CENTRAL CHILE, -36.700,  -73.200,   1.00,1,,,,
1868,10,2,2,0,,USA,HAWAII,,,   6.10,1,,,,
1868,10,2,2,1,*,PERU,S. PERU, -17.000,  -72.500,,1,,,,
1868,10,16,2,1,*,CHILE,CENTRAL CHILE, -33.100,  -71.700,   1.00,1,,,,
1868,10,18,4,1, 7.6,NEW ZEALAND,, -40.200,  173.000,   3.00,5,,,,
1868,10,21,3,3, 6.8,USA,N. CALIFORNIA,  37.700, -122.100,   4.50,4,,,,
1869,1,4,1,0,,NEW ZEALAND,NORTH ISLAND, -39.050,  174.070,,0,,,,
1869,1,27,2,1,*,CHILE,CENTRAL CHILE, -36.600,  -73.000,,1,,,,
1869,2,6,2,1,*,CHILE,SOUTHERN CHILE, -39.900,  -73.400,,1,,,,
1869,2,10,1,1,*,USA,N. CALIFORNIA,,,,1,,,,
1869,2,13,1,1,*,USA,N. CALIFORNIA,,,,1,,,,
1869,3,2,3,0,,NEW ZEALAND,, -42.719,  170.961,    .60,3,,,,
1869,3,31,2,0,,NEW ZEALAND,SOUTH ISlAND, -45.090,  170.980,,0,,,,
1869,4,22,1,1,*,PERU,PERU, -12.100,  -77.100,,1,,,,
1869,6,1,3,0,,USA,N. CALIFORNIA,,,,1,,,,
1869,6,25,2,1,*,CHILE,NORTHERN CHILE, -19.600,  -70.200,,1,,,,
1869,7,24,3,0,,USA,"OFF N COAST OF OAHU, HAWAII",  20.000, -155.000,   8.20,8,,,2,
1869,8,9,3,1,*,CHILE,CENTRAL CHILE, -30.000,  -71.400,   3.00,1,,,,
1869,8,11,1,0,,AUSTRALIA,SYDNEY HARBOR, -33.800,  151.300,,0,,,,
1869,8,16,2,1, 7.0,PHILIPPINES,SULU SEA,  12.500,  123.500,,1,,,,
1869,8,19,-1,1, 6.5,PERU,S. PERU,,,,0,,,,
1869,8,21,1,1, 6.8,CHILE,NORTHERN CHILE, -21.000,  -70.000,,1,,,,
1869,8,24,3,1, 7.5,CHILE,NORTHERN CHILE, -19.600,  -70.230,   2.00,3,,,1,
1869,9,9,2,1,,GREECE,AEGEAN SEA,,,,0,,,,
1869,10,11,1,1, 5.6,UKRAINE,BLACK SEA,  44.750,   35.000,,0,,,,
1869,12,28,2,1, 6.9,GREECE,IONIAN SEA,  38.800,   20.700,,1,,,,
1870,4,6,2,0,,NEW ZEALAND,WELLINGTON, -41.290,  174.780,    .60,1,,,,
1870,4,29,-1,,,NEW ZEALAND,WESTPORT, -41.750,  171.580,,0,,,,
1870,5,11,3,1, 7.9,MEXICO,"PUERTO ANGEL, MEXICO",  15.400,  -96.300,,1,,,,
1870,6,9,2,1,*,GUADELOUPE (FRENCH TERRITORY),GUADELOUPE,,,,0,,,,
1870,6,24,3,1,,EGYPT,ALEXANDRIA,  32.200,   29.600,,1,,,,
1870,7,29,2,1,,CROATIA,ADRIATIC SEA,  43.030,   16.150,,1,,,,
1870,8,1,1,1, 7.0,GREECE,IONIAN SEA,  38.500,   22.500,,1,,,,
1870,8,6,3,1,*,CROATIA,ADRIATIC SEA,,,,0,,,,
1870,8,12,1,0,,AUSTRALIA,SYDNEY HARBOR, -33.800,  151.300,,0,,,,
1870,10,20,2,3,*,CANADA,"CAPE TRINITY, QUEBEC",  47.400,  -70.500,,0,,,,
1870,10,28,3,1,*,ITALY,TYRRHENIAN SEA,  39.280,   16.280,,0,,,,
1870,11,2,2,1,*,ITALY,CALABRIAN ARC,,,,0,,,,
1871,1,17,1,1,*,ITALY,LIGURIAN SEA,,,,0,,,,
1871,2,5,2,1,*,PERU,S. PERU, -13.650,  -76.400,,1,,,,
1871,2,7,2,1,*,MEXICO,S. MEXICO,  18.200,  -94.500,    .30,1,,,,
1871,2,18,-1,0,,USA,HAWAII,,,,0,,,,
1871,2,20,1,1, 7.0,USA,HAWAII,  20.700, -157.000,,1,,,,
1871,3,3,4,6,,INDONESIA,RUANG,   2.280,  125.425,  25.00,5,400,,2,75
1871,3,25,2,1, 7.5,CHILE,CENTRAL CHILE, -35.000,  -72.500,   1.00,2,,,,
1871,3,,1,0,,NEW ZEALAND,WESTPORT, -41.750,  171.580,,0,,,,
1871,4,30,1,6,*,PHILIPPINES,SULU SEA,   9.203,  124.673,,1,,,,
1871,6,18,2,1,*,USA,"LONG ISLAND, NEW YORK",  40.500,  -73.900,,1,,,,
1871,8,20,2,1,*,CHILE,CENTRAL CHILE, -33.100,  -71.700,,2,,,,
1871,8,21,2,1, 7.0,PERU,S. PERU, -13.000,  -77.000,,2,,,,
1871,8,25,1,1,*,INDONESIA,N. MOLUCCAS ISLANDS,    .500,  123.000,,1,,,,
1871,8,,1,0,,NEW ZEALAND,"HOKITIKA RIVER, SOUTH ISLAND", -42.720,  170.960,,0,,,,
1871,9,7,1,0,,FRANCE,NORTHERN FRANCE: ILLE-ET-VILAINE,  48.700,   -2.000,,1,,,,
1871,10,5,-1,1,*,CHILE,NORTHERN CHILE,,,,0,,,,
1871,10,5,1,0,,GREECE,CORINTH GULF,,,,0,,,,
1871,12,28,2,1,*,CHILE,SOUTHERN CHILE, -41.500,  -73.000,,1,,,,
1872,1,10,1,1, 6.5,PERU,S. PERU, -16.400,  -71.500,,1,,,,
1872,1,13,-1,9,,USA,HAWAII,,,,1,,,,
1872,1,22,-1,9,,USA,HAWAII,,,,1,,,,
1872,1,26,3,1, 6.0,PHILIPPINES,PHILIPPINES,  16.000,  119.000,,1,,,,
1872,3,14,4,1, 7.4,JAPAN,SW. HONSHU ISLAND,  34.900,  132.000,   3.00,12,,,,
1872,3,26,-1,1, 7.3,USA,S. CALIFORNIA,  36.700, -118.100,,1,,,,
1872,6,13,1,0,,USA,LAKE ONTARIO,  43.500,  -78.000,    .60,1,,,,
1872,8,23,4,1,*,USA,"FOX ISLANDS, ALEUTIAN ISLANDS, AK",  52.200, -168.500,   1.30,8,,,,
1872,8,27,-1,0,,USA,HAWAII,,,,0,,,,
1872,9,16,3,0,,USA,"SAN FRANCISCO, N. CALIFORNIA",,,    .10,2,,,,
1872,11,17,2,1,,USA,"PENOBSCOT BAY, MAINE",  44.183,  -68.917,    .51,2,,,,
1872,,,4,1,*,ICELAND,ICELAND,,,,0,,,,
1872,,,3,1,*,JAPAN,BONIN ISLANDS [CHICHIJIMA ISLAND],  27.070,  142.210,,0,,,1,
1873,7,7,-1,1,*,CHILE,NC. CHILE/ SC. CHILE,,,,0,,,,
1873,10,13,1,1,*,PANAMA,PANAMA CITY,   8.960,  -79.530,,2,,,,
1873,10,25,-1,1,*,GREECE,IONIAN SEA,,,,0,,,,
1873,11,19,1,1,*,CHILE,NORTHERN CHILE, -23.600,  -70.400,,1,,,,
1873,11,23,3,3, 6.7,USA,N. CALIFORNIA,  42.000, -124.000,   3.05,1,,,,
1873,,,3,1, 8.0,PAPUA NEW GUINEA,MACLAY COAST,  -5.500,  146.000,,1,,,2,
1874,3,11,2,1,*,USA TERRITORY,VIRGIN ISLANDS,  18.100,  -65.100,,2,,,,
1874,5,,-1,1,,INDONESIA,N. MOLUCCAS ISLANDS,,,,0,,,,
1874,5,,3,8,,USA,"LITUYA BAY, AK",  58.640, -137.570,  24.38,1,,,,
1874,5,,2,1,*,BANGLADESH,SUNDERBANS,  22.000,   89.000,,1,2000,,,
1875,2,23,1,1,*,MEXICO,S. MEXICO,  20.000, -105.000,,1,,,,
1875,3,18,4,1,,ITALY,ADRIATIC SEA,  44.200,   12.400,,0,,,,
1875,3,28,3,1, 8.0,NEW CALEDONIA,"LIFOU ISLAND, LOYALTY ISLANDS", -20.000,  168.500,   4.00,3,25,,3,
1875,5,10,2,1, 7.0,VANUATU,VANUATU ISLANDS, -18.500,  168.000,,1,,,,
1875,10,12,-1,9,,USA,N. CALIFORNIA,,,,1,,,,
1875,,,2,1, 7.0,PAPUA NEW GUINEA,BISMARCK SEA,  -6.000,  147.000,,2,,,,
1876,5,28,3,1, 6.8,INDONESIA,CERAM SEA,  -3.000,  127.250,    .30,1,,,,
1876,10,26,2,2,*,JAPAN,RYUKYU ISLANDS,,,,1,,,,
1876,12,23,3,0,,ITALY,LIGURIAN SEA,,,,0,,,,
1876,,,-1,9,,INDIA,BAY OF BENGAL,,,,0,,,,
1877,2,2,-1,4,,USA,S.W. COAST OF HAWAII,,,,0,,,,
1877,2,24,2,4,*,USA,S.W. COAST OF HAWAII,,,,2,,,,
1877,4,16,1,9,,USA,N. TO S. CALIFORNIA,  35.000, -120.000,   1.80,2,,,,
1877,5,4,1,6,,USA,HAWAII,,,,1,,,,
1877,5,10,4,1, 8.3,CHILE,NORTHERN CHILE, -21.500,  -70.500,  24.00,107,2282,,3,
1877,5,14,2,1,*,PERU,CENTRAL PERU, -12.070,  -77.150,,1,,,,
1877,5,15,2,1,*,CHILE,NORTHERN CHILE, -21.200,  -70.100,,1,,,,
1877,6,15,1,1,*,CHILE,NORTHERN CHILE, -19.600,  -70.200,,1,,,,
1877,8,23,3,1,*,CHILE,NORTHERN CHILE, -20.200,  -70.100,   1.00,1,,,,
1877,9,2,1,0,,CHILE,CENTRAL CHILE, -33.000,  -71.600,,1,,,,
1877,9,,1,2,,VIETNAM,BINH THUAN,  10.800,  108.300,,1,,,,
1877,10,9,1,1,*,CHILE,NORTHERN CHILE, -24.000,  -71.000,,2,,,,
1877,10,11,2,1,*,COLOMBIA,BUENAVENTURA,   3.880,  -77.080,,2,,,,
1877,12,1,2,0,,NEW ZEALAND,WAIPIRO BAY, -38.020,  178.330,,0,,,,
1878,1,10,3,1, 7.5,VANUATU,TANNA ISLAND, -19.000,  168.500,  12.00,1,,,1,
1878,1,14,-1,9,,USA,CALIFORNIA,,,,4,,,1,
1878,1,20,3,1,*,USA,"ALEUTIAN ISLANDS, AK",,,   3.60,5,,,1,3
1878,1,23,1,1, 7.9,CHILE,NORTHERN CHILE, -19.920,  -70.335,,2,,,,
1878,1,27,3,0,,PERU,CENTRAL PERU, -12.000,  -77.000,,1,5,,,
1878,1,28,1,0,,CHILE,CENTRAL CHILE, -33.000,  -71.600,,5,,,1,
1878,2,3,1,0,,CHILE,NORTHERN CHILE, -20.200,  -70.100,,2,,,,
1878,2,4,3,1,*,PAPUA NEW GUINEA,BISMARCK SEA,  -4.250,  152.250,,1,,,,
1878,2,4,1,1,*,PERU,CENTRAL PERU, -12.000,  -77.000,,1,,,,
1878,2,11,3,1, 8.0,VANUATU,TANNA ISLAND, -19.000,  168.500,,1,,,,
1878,2,14,2,1,*,CHILE,CENTRAL CHILE, -36.800,  -73.000,,1,,,,
1878,3,12,2,1,*,CHILE,NORTHERN CHILE, -20.200,  -70.100,,1,,,,
1878,4,12,2,1,*,CHILE,NORTHERN CHILE, -20.200,  -70.100,,1,,,,
1878,4,19,1,1, 6.7,TURKEY,GULF OF IZMIT,  40.800,   20.900,,1,,,,
1878,6,12,2,1,*,CHILE,NORTHERN CHILE, -23.700,  -70.400,,1,,,,
1878,6,30,2,0,,CHILE,NORTHERN CHILE, -18.300,  -70.500,,0,,,,
1878,8,29,1,4,*,USA,"UNALASKA ISLAND, AK",  54.000, -167.000,,1,,,,
1878,8,,1,6,,INDONESIA,TAGRILAND ISLAND,,,,0,,,,
1878,8,,1,1,*,VANUATU,TANNA ISLAND, -19.000,  168.500,,0,,,,
1878,9,30,1,0,,CHILE,NORTHERN CHILE, -20.200,  -70.200,,2,,,,
1878,10,11,1,0,,RUSSIA,TATAR STRAIT,,,,0,,,,
1878,11,22,3,8,,USA,S. CALIFORNIA,  35.180, -120.731,   1.00,9,1,,1,
1878,11,23,2,0,,CHILE,CENTRAL CHILE, -33.000,  -71.600,,1,,,,
1879,2,4,1,6,,ITALY,STROMBOLI ISLAND,  38.789,   15.213,,0,,,,
1879,4,27,2,0,,NEW ZEALAND,GREYMOUTH, -42.450,  171.210,    .90,1,,,,
1879,7,11,3,1, 5.9,EGYPT,GULF OF SUEZ,  29.000,   33.000,,1,,,,
1879,7,29,-1,1,,CROATIA,ADRIATIC SEA,,,,0,,,,
1879,8,8,2,0,,CHILE,CENTRAL CHILE, -33.000,  -71.600,,1,,,,
1879,8,10,2,3,*,USA,S. CALIFORNIA,  34.227, -118.433,,1,,,,
1879,,,1,0,,USA,"OFF COAST NANTUCKET, MASSACHUSETTS",  41.280,  -70.080,,1,,1,,
1880,4,14,3,8,,NORWAY,WESTERN NORWAY,  62.083,    7.117,,0,,,,
1880,4,26,1,1,,ITALY,CALIBRIAN ARC,  37.270,   14.680,,0,,,,
1880,7,18,4,3, 7.5,PHILIPPINES,E. LUZON ISLAND,  16.000,  121.850,,2,,,,
1880,8,15,1,1, 7.7,CHILE,CENTRAL CHILE, -31.620,  -71.180,,2,,,,
1880,9,2,1,1,,GREECE,IONIAN SEA,,,,0,,,,
1880,9,8,3,1, 7.0,NEW ZEALAND,GISBORNE, -38.850,  178.850,,1,,,,
1880,9,23,1,0,,AUSTRALIA,SYDNEY HARBOR, -33.800,  151.300,    .08,0,,,,
1880,9,29,3,1, 6.3,USA,"CHIRIKOF ISLAND, AK",  55.800, -155.600,,2,,,,
1880,10,26,3,3, 6.3,USA,"SITKA, AK",  57.000, -136.000,   1.80,2,,,,
1880,11,,1,1,*,JAPAN,"TOYAMA PREF., JAPAN",  36.700,  137.300,,0,,,,
1881,4,3,3,1, 6.5,GREECE,"CHIOS ISLAND, AEGEAN ISLANDS",  38.200,   26.200,,0,,,,
1881,4,11,1,1,*,GREECE,"CHIOS ISLAND, AEGEAN ISLANDS",  38.200,   26.200,,0,,,,
1881,6,29,3,1,,NEW ZEALAND,PIGEON BAY (BANKS PENINSULA), -43.690,  172.900,   3.00,2,,,1,
1881,7,12,2,1,*,FIJI,FIJI ISLANDS, -16.000,  179.000,    .46,1,,,,
1881,7,14,3,1,*,CHILE,NORTHERN CHILE, -20.200,  -70.100,   1.40,1,,,,
1881,8,12,1,1,*,JAMAICA,KINGSTON,  17.970,  -76.800,    .46,1,,,,
1881,10,25,2,1, 7.0,JAPAN,HOKKAIDO ISLAND,  43.300,  147.300,,2,,,,
1881,10,27,2,1,*,CHILE,NORTHERN CHILE, -19.600,  -70.200,,1,,,,
1881,11,24,1,1,*,TONGA,ISLAND OF TONGATAPU,,,,0,,,,
1881,12,15,2,8,,GREECE,AETOLIKO LAGOON,  38.400,   21.400,   2.00,0,,,,
1881,12,31,3,1, 7.9,INDIA,BAY OF BENGAL: W OF CAR NICOBAR IS,   8.520,   92.430,   1.22,11,,,,
1882,1,,3,1,*,SRI LANKA,SRI LANKA,   8.567,   81.233,,1,,,,
1882,2,23,2,1,*,CHILE,CENTRAL CHILE, -33.580,  -71.630,,1,,,,
1882,4,13,2,1,,NEW ZEALAND,"GLENBURN, WAIRARAPA", -41.320,  175.840,   1.20,1,,,,
1882,9,7,4,3, 7.9,PANAMA,SAN BLAS ARCHIPELAGO,  10.000,  -79.000,   3.00,3,100,,3,
1882,9,14,2,1,*,CHILE,NORTHERN CHILE, -19.600,  -70.200,,1,,,,
1882,10,10,3,1, 7.5,INDONESIA,BANDA SEA,  -4.500,  129.900,,1,,,,
1882,12,9,0,1, 6.2,TAIWAN,SOUTH CHINA SEA,  24.500,  120.500,,0,,,,
1882,,,-1,,,CHINA,HUBEI PROVINCE,,,,0,,,,
1882,,,2,2,,VIETNAM,BINH THUAN,  10.800,  108.100,,1,,,,
1883,3,12,3,0,,MEXICO,S. MEXICO,,,,1,,,,
1883,3,24,2,2,,SAMOA,SAMOA,,,,1,,,1,
1883,5,20,1,0,,INDONESIA,"HORN ISLAND [AYER ISLAND], JAKARTA",  -6.004,  106.781,,0,,,,
1883,5,31,1,0,,INDONESIA,BANKA ISLAND,  -2.250,  106.000,,1,,,,
1883,6,27,2,1,,GREECE,IONIAN ISLANDS,  39.500,   20.000,,0,,,,
1883,8,27,4,6,,INDONESIA,KRAKATAU,  -6.102,  105.423,  41.00,88,34417,,4,
1883,10,6,4,7,,USA,"COOK INLET, AK",  59.400, -153.400,   9.14,3,,,1,
1883,10,10,2,6,,INDONESIA,JAVA-S. JAVA,  -6.102,  105.423,,1,,,,
1883,11,14,1,0,,USA,"PUUNALUU, HAWAII",  19.133, -155.505,,0,,,1,
1884,1,14,2,0,,URUGUAY,MONTEVIDEO, -34.917,  -56.167,,1,,,,
1884,1,25,-1,0,,USA,N. CALIFORNIA,  38.000, -122.000,,1,,,,
1884,1,,1,1,*,FIJI,MACUATA, -16.000,  179.000,,1,,,,
1884,2,,2,1,,INDONESIA,KRAKATAU,  -6.102,  105.423,,0,,,,
1884,7,20,4,1, 6.2,ERITREA,OFFSHORE MASSAWA,  15.700,   39.600,,1,,,,
1884,8,10,2,1, 5.5,USA,"ROCKAWAY BEACH, NEW YORK",  40.600,  -73.750,   1.80,9,,,,
1884,9,19,0,0,,USA,"IN THE DETROIT RIVER, MI",  42.350,  -82.950,,1,,1,,
1884,11,5,1,1, 7.5,PANAMA,GULF OF PANAMA,   7.500,  -79.000,,3,,,2,
1884,11,12,1,9,,USA,N. CALIFORNIA,  40.000, -122.000,    .10,1,,,,
1884,11,15,-1,9,,JAPAN,OKAYAMA PREFECTURE,,,,2,,,,
1884,12,21,1,1,*,USA,"NEW HAVEN, CT",  41.310,  -72.920,   2.40,3,,,,
1885,1,16,3,0,,FRANCE,LIGURIAN SEA,,,,0,,,,
1885,1,29,0,1,*,ALGERIA,ALGERIA,,,,0,,,,
1885,4,30,3,1, 7.3,INDONESIA,MOLUCCAS ISLANDS,  -2.500,  127.500,   1.20,2,,,1,3
1885,7,29,2,1, 6.8,INDONESIA,"AJERBANGIS, SUMATRA", ,   99.500,,1,,,,
1885,8,3,3,0,,INDONESIA,SULAWESI ISLAND,   1.100,  124.300,,2,,,,
1885,11,12,3,1,*,CHILE,NORTHERN CHILE, -20.200,  -70.100,   1.00,1,,,,
1885,11,19,1,9,,USA,N. CALIFORNIA,,,,1,,,,
1885,11,24,-1,9,,USA,N. CALIFORNIA,,,,2,,,,
1885,12,14,1,1,*,INDONESIA,BANDA ACEH,   5.550,   95.300,,1,,,,
1886,1,31,1,1,*,INDONESIA,BANDA ACEH,   5.600,   95.300,,1,,,,
1886,8,27,3,1, 7.5,GREECE,IONIAN SEA,  37.100,   21.500,,1,,,,
1886,8,29,-1,1,,CHILE,SC. CHILE,,,,0,,,,
1886,9,1,4,1, 7.7,USA,"CHARLESTON, SC",  32.900,  -80.000,,3,,,,
1886,12,,4,8,,NEW ZEALAND,"JACKSON BAY, SOUTH ISLAND", -43.957,  168.616,,0,,,,
1886,,,1,1,,BANGLADESH,BAY OF BENGAL,,,,0,,,,
1887,2,2,1,1,*,PHILIPPINES,PANAY ISLAND,  10.700,  122.600,,1,,,,
1887,2,5,-1,1,,USA,HAWAII,  19.000, -155.000,,1,,,,
1887,2,23,3,1,,ITALY,LIGURIAN SEA,  43.700,    8.100,   2.00,0,,,,
1887,5,3,1,3, 8.0,MEXICO,N. MEXICO,  31.000, -109.000,,1,,,,
1887,5,19,1,1,*,INDONESIA,"SIGLI, ACEH, SUMATRA",   5.400,   96.000,,1,,,,
1887,7,8,2,0,,USA,N. CALIFORNIA,,,    .06,1,,,,
1887,9,23,4,1,*,HAITI,MOLE SAINT-NICOLAS,  19.700,  -74.400,,4,,,,
1887,10,3,2,1, 6.2,GREECE,"PELOPONNESUS, GREECE",  38.300,   22.800,,2,,,,
1888,3,13,4,7,,PAPUA NEW GUINEA,RITTER ISLAND,  -5.520,  148.121,  15.00,12,,,3,
1888,3,21,1,1,*,INDONESIA,BREUEH ISLAND,   5.800,   95.000,,1,,,,
1888,4,23,4,8,,NORWAY,MID-NORWAY,  63.433,   10.383,   7.00,2,1,,1,
1888,6,5,1,1,*,URUGUAY,LA PLATA RIVER, -34.500,  -57.900,,0,,,,
1888,6,13,0,1, 7.5,CHINA,BOHAI GULF,  38.500,  119.000,,1,,,,
1888,7,30,2,1,,ITALY,LIGURIAN SEA,,,,0,,,,
1888,9,9,4,1,,GREECE,GULF OF CORINTH,  38.200,   22.100,,0,,,,
1889,1,1,1,0,,USA,HAWAII,,,,0,,,,
1889,3,8,2,0,,TONGA,TONGA,,,  11.00,3,,,1,
1889,5,25,3,1, 6.8,PHILIPPINES,MINDORO ISLAND,  13.500,  121.000,    .10,1,,,,
1889,8,16,2,0,,INDONESIA,JAVA-S. JAVA,  -6.050,  105.920,,1,,,,
1889,9,6,4,1, 8.0,INDONESIA,N. MOLUCCAS ISLANDS,   1.000,  126.250,   4.00,7,,,2,
1889,9,8,-1,9,,USA,"ASBURY PARK, NJ",,,,0,,,,
1889,9,8,-1,,,INDONESIA,MOLUCCAS ISLANDS,,,,0,,,,
1889,11,23,2,1, 6.0,INDONESIA,JAVA,  -7.000,  113.500,,1,,,,
1889,12,8,1,1,,ITALY,GARGANO PENINSULA,  42.050,   15.500,,1,,,,
1890,7,11,3,1, 7.2,IRAN,CASPIAN SEA,  36.600,   54.600,,2,,,,
1891,1,15,3,1,*,ALGERIA,SEA OF ALBORAN,  36.500,    1.800,,1,,,,
1891,5,19,1,1,*,INDONESIA,"SIGLI, ACEH, SUMATRA",   5.400,   96.000,,1,,,,
1891,6,10,3,0,,INDONESIA,N. MOLUCCAS ISLANDS,   -.500,  127.500,,1,,,,
1891,6,20,3,0,,INDONESIA,BANDA SEA,  -4.000,  129.000,,3,,,,
1891,6,22,2,1,*,NEW ZEALAND,NEW ZEALAND, -37.400,  174.400,,1,,,,
1891,7,30,1,1,*,MEXICO,N. MEXICO,  25.500, -103.500,,1,,,,
1891,9,16,2,0,,NEW ZEALAND,NEW BRIGHTON, -43.510,  172.730,,1,,,,
1891,10,5,3,1, 7.0,INDONESIA,TIMOR SEA,  -9.000,  124.000,,1,,,,
1891,11,29,3,3,*,USA,WASHINGTON,  48.000, -123.500,   2.44,3,,,,
1892,1,7,-1,6,,INDONESIA,"AURI, HALMAHERA",,,,0,,,,
1892,3,27,2,1,*,CHILE,NORTHERN CHILE, -18.500,  -70.350,,1,,,,
1892,5,10,1,0,,URUGUAY,MONTEVIDEO, -34.917,  -56.167,,0,,,,
1892,5,16,4,1, 7.5,USA TERRITORY,"GUAM, MARIANA ISLANDS",  14.000,  143.300,,1,,,,
1892,5,17,3,1,*,INDONESIA,NORTHEAST SUMATRA,   2.500,   99.500,,6,,,,
1892,6,7,4,6,,INDONESIA,"AWU VOLCANO, SANGIHE ISLAND",   3.670,  125.500,    .75,5,,,1,
1892,8,30,3,6,,TONGA,TOFUA, -19.750, -175.070,,2,,,,
1892,8,,2,0,*,VANUATU,ESPIRITU SANTO ISLAND, -15.250,  166.830,,1,,,,
1892,11,15,1,1,,ITALY,TYRRHENIAN SEA,  40.540,   13.000,,0,,,,
1892,11,18,3,1, 7.0,INDONESIA,SERAM ISLAND,  -3.000,  127.750,,1,,,,
1892,12,9,4,1, 6.5,JAPAN,SW. HONSHU ISLAND,  37.000,  136.800,,2,,,,
1893,1,28,1,0,,GREECE,SAMOTHRACE,,,,0,,,,
1893,2,9,4,1, 6.5,GREECE,SAMOTHRACE,  40.500,   25.500,   1.00,2,,,1,
1893,2,19,2,1,*,JAMAICA,KINGSTON,  17.970,  -76.800,,1,,,,
1893,4,17,3,1, 6.4,GREECE,IONIAN SEA,  37.700,   20.900,,0,,,,
1893,6,4,4,1, 7.0,RUSSIA,S. KURIL ISLANDS,  43.300,  147.500,   3.00,3,,,,
1893,6,13,4,1, 6.9,JAPAN,"NEMURO, JAPAN",  42.500,  145.500,,1,,,,
1893,6,14,2,1, 7.5,ALBANIA,ALBANIAN COASTS,  40.200,   19.700,,0,,,,
1893,6,21,0,1,*,PHILIPPINES,AGUSAN RIVER,   6.900,  125.800,,1,,,,
1893,7,31,1,1, 6.0,VANUATU,"PORT VILA, EFATE ISLAND", -17.750,  168.300,,1,,,,
1893,8,27,2,0,,VANUATU,"PORT VILA, EFATE ISLAND", -17.750,  168.300,,1,,,,
1894,3,22,4,1, 7.9,JAPAN,SE. HOKKAIDO ISLAND,  42.500,  146.000,   4.00,20,,,1,
