year,month,day,validity,causeCode,earthquakeMagnitude,locationCountry,locationName,locationLat,locationLong,maxWaterHeight,runups,numDeaths,numInjuries,descrDamage,numDestroyedHouses
1965,3,30,4,1, 7.6,USA,"RAT ISLANDS, ALEUTIAN ISLANDS, AK",  50.320,  177.930,    .10,3,,,,
1965,4,19,-1,1, 6.0,JAPAN,AICHI PREFECTURE,  34.900,  139.000,    .10,2,,,,
1965,6,11,4,1, 7.2,RUSSIA,S. KURIL ISLANDS,  44.700,  148.700,    .10,6,,,,
1965,7,2,4,1, 6.5,USA,"FOX ISLANDS, ALEUTIAN ISLANDS, AK",  53.030, -167.550,    .08,3,,,,
1965,7,6,1,3, 6.3,GREECE,NORTH CORINTH GULF,  38.267,   22.300,,1,1,,,
1965,8,11,4,1, 7.0,VANUATU,VANUATU ISLANDS, -15.800,  167.200,   7.00,4,,,,
1965,8,13,2,1, 7.3,VANUATU,VANUATU ISLANDS, -15.900,  166.800,   2.00,1,,,1,
1965,8,23,4,1, 7.8,MEXICO,MEXICO,  16.300,  -95.800,    .40,1,,,,
1965,9,28,4,6,,PHILIPPINES,"TAAL, LUZON ISLAND",  14.002,  120.993,   4.70,1,355,,,
1965,10,3,2,1, 6.5,CHILE,SOUTHERN CHILE, -42.900,  -75.130,,0,,,,
1966,3,12,3,1, 7.6,TAIWAN,E. TAIWAN-RYUKYU ISLANDS,  24.100,  122.600,    .10,5,,,,
1966,5,8,4,8,,NORWAY,EASTERN NORWAY,  59.600,   10.633,,0,,,,
1966,6,15,3,1, 7.1,SOLOMON ISLANDS,SOLOMON ISLANDS, -10.343,  160.883,    .20,3,,,,
1966,7,12,4,1, 5.5,RUSSIA,BLACK SEA,  44.750,   37.000,    .20,0,,,,
1966,10,17,4,1, 8.1,PERU,CENTRAL PERU, -10.748,  -78.638,   3.00,60,,,2,
1966,11,28,1,0,,SOLOMON ISLANDS,"MOHAWK BAY, SANTA CRUZ ISLANDS", -10.280,  166.230,,1,,,,
1966,12,28,4,1, 7.8,CHILE,NORTHERN CHILE, -25.500,  -70.700,    .42,13,,,,
1966,12,31,4,1, 7.8,SOLOMON ISLANDS,SANTA CRUZ ISLANDS, -11.893,  166.445,   2.00,7,,,,
1966,12,31,4,1, 7.2,SOLOMON ISLANDS,SANTA CRUZ ISLANDS, -12.334,  166.684,    .80,1,,,,
1966,,,3,6,,SOLOMON ISLANDS,"TINAKULA, SANTA CRUZ ISLANDS", -10.380,  165.800,,0,,,,
1967,3,19,1,1, 7.0,RUSSIA,S. KURIL ISLANDS,  45.530,  151.110,,0,,,,
1967,4,11,3,1, 5.5,INDONESIA,MAKASSAR STRAIT,  -3.700,  119.300,,2,13,,1,
1967,4,12,3,1, 6.1,INDONESIA,NORTHEAST SUMATRA,   5.500,   97.300,,1,,,,
1967,7,29,4,1, 6.5,VENEZUELA,CARACAS,  10.600,  -67.300,    .08,1,,,,
1967,8,13,4,1, 6.4,PAPUA NEW GUINEA,BISMARCK SEA,  -4.400,  152.500,    .10,1,,,,
1967,9,3,2,1, 7.0,PERU,CENTRAL PERU, -10.600,  -79.800,   2.00,2,,,,
1967,10,,0,8,,USA,"GREWINGK, AK",  59.621, -151.106,  60.00,1,,,,
1967,11,15,1,1, 5.9,CHILE,NORTHERN CHILE, -28.780,  -71.190,,0,,,,
1967,12,4,1,6,,ANTARCTICA,"TELEPHONE BAY, DECEPCION ISLAND", -63.000,  -60.500,   1.00,1,,,,
1967,12,4,0,9,,USA TERRITORY,NORTHERN COAST OF PUERTO RICO,,,,6,,,2,80
1967,12,21,3,1, 7.5,CHILE,NORTHERN CHILE, -21.700,  -69.500,,1,,,,
1968,1,29,4,1, 7.3,RUSSIA,S. KURIL ISLANDS,  43.586,  146.701,    .18,17,,,,
1968,2,19,4,1, 7.2,GREECE,"LEMNOS ISLAND, NORTH AEGEAN SEA",  39.368,   24.957,   1.20,0,,,,
1968,4,1,4,1, 7.5,JAPAN,SEIKAIDO,  32.300,  132.500,   3.07,62,,,1,4
1968,4,18,4,1, 4.6,ITALY,LIGURIA-COTE D'AZUR,  44.080,    8.000,   3.00,1,,,,
1968,5,4,3,0,,CHILE,EASTER ISLAND REGION, -27.150, -109.450,,1,,,1,
1968,5,16,4,1, 8.2,JAPAN,OFF EAST COAST OF HONSHU ISLAND,  40.800,  143.200,   6.00,329,52,,3,529
1968,5,16,4,1, 7.5,JAPAN,OFF COAST OF HONSHU ISLAND,  41.500,  142.700,    .58,8,,,,
1968,6,12,4,1, 7.2,JAPAN,SANRIKU,  39.400,  143.100,    .95,28,,,,
1968,7,25,2,1, 7.3,NEW ZEALAND,KERMADEC ISLANDS, -30.800, -178.400,    .05,1,,,,
1968,8,1,4,1, 7.3,PHILIPPINES,E. LUZON ISLAND,  16.500,  122.200,    .16,40,1,,,
1968,8,5,1,1, 6.5,JAPAN,SEIKAIDO-NANKAIDO,  33.300,  132.200,    .03,1,,,,
1968,8,10,4,1, 7.6,INDONESIA,N. MOLUCCAS ISLANDS,   1.400,  126.200,    .40,22,,,,
1968,8,14,4,1, 7.8,INDONESIA,BANDA SEA,    .200,  119.800,  10.00,7,200,58,3,800
1968,9,3,4,1, 6.6,TURKEY,BLACK SEA,  41.800,   32.300,   3.00,1,,,,
1968,9,20,2,1, 6.2,VENEZUELA,CARUPANO,  10.500,  -62.600,,1,,,,
1968,9,25,1,1, 7.0,MEXICO,S. MEXICO-GUATEMALA-NICARAGUA,  15.600,  -92.600,   2.00,0,,,,
1969,2,23,4,1, 6.9,INDONESIA,MAKASSAR STRAIT,  -3.100,  118.900,   4.00,5,600,,3,
1969,2,28,4,1, 7.8,PORTUGAL,PORTUGAL,  36.017,  -10.950,    .90,4,,,,
1969,3,21,2,6,,PHILIPPINES,LUZON ISLAND,  19.077,  122.202,,1,3,,,
1969,3,31,3,1, 7.0,EGYPT,GULF OF SUEZ,  27.700,   34.000,,1,,,,
1969,4,12,0,8,,SWEDEN,NORSALV RIVER,  59.400,   13.500,   5.00,1,,,,
1969,4,21,4,1, 6.5,JAPAN,RYUKYU ISLANDS,  32.200,  132.100,    .10,6,,,,
1969,8,2,4,3, 5.4,PAPUA NEW GUINEA,BISMARCK SEA,  -6.600,  146.900,,1,,,,
1969,8,11,4,1, 8.2,RUSSIA,S. KURIL ISLANDS,  43.600,  147.900,   5.00,64,,,,
1969,11,22,4,1, 7.7,RUSSIA,KAMCHATKA,  57.700,  163.600,  15.00,16,,,1,
1969,12,25,4,1, 7.2,GUADELOUPE (FRENCH TERRITORY),GRAND BOURG,  15.800,  -59.700,    .46,3,,,,
1970,1,10,4,1, 7.6,PHILIPPINES,PHILIPPINE TRENCH,   6.800,  126.700,    .06,1,,,,
1970,3,11,4,1, 6.0,USA,"ANDREANOF ISLANDS, AK",  57.500, -153.900,    .03,1,,,,
1970,4,7,3,1, 7.3,PHILIPPINES,PHILIPPINE SEA,  15.780,  121.710,,1,,,1,
1970,5,14,3,1, 6.5,RUSSIA,CASPIAN SEA,  43.000,   47.100,,0,,,,
1970,5,31,4,1, 7.9,PERU,N. PERU,  -9.200,  -78.800,    .38,15,,,,
1970,6,14,2,1, 6.0,CHILE,SOUTHERN CHILE, -52.000,  -73.800,,0,,,,
1970,6,19,2,1, 6.4,CHILE,NORTHERN CHILE, -22.280,  -70.550,,0,,,,
1970,7,25,4,1, 7.0,JAPAN,SEIKAIDO,  32.200,  131.700,    .32,35,,,,
1970,9,28,2,1, 5.1,NEW ZEALAND,NEW ZEALAND, -44.640,  173.620,   1.00,1,,,,
1970,9,30,3,1, 5.3,PHILIPPINES,PHILIPPINE TRENCH,  20.600,  122.000,,1,,,,
1970,10,31,4,3, 7.3,PAPUA NEW GUINEA,PAPUA NEW GUINEA,  -4.907,  145.471,   3.00,3,3,,,
1970,11,28,2,1, 6.0,CHILE,NORTHERN CHILE, -20.940,  -69.810,,0,,,,
1970,12,4,4,1, 5.1,RUSSIA,BLACK SEA,  43.840,   39.340,    .80,1,,,,
1971,3,19,0,8,,PERU,CHUNGAR, -11.116,  -76.500,  30.00,0,600,,2,
1971,5,2,4,1, 7.1,USA,"ANDREANOF ISLANDS, AK",  51.228, -177.173,    .04,1,,,,
1971,7,9,4,1, 7.8,CHILE,CENTRAL CHILE, -32.500,  -71.200,   1.20,1,,,,
1971,7,14,4,1, 7.9,PAPUA NEW GUINEA,SOLOMON SEA,  -5.500,  153.900,   6.00,32,1,,1,
1971,7,26,4,1, 7.9,PAPUA NEW GUINEA,SOLOMON SEA,  -4.900,  153.200,  10.00,39,,,1,
1971,8,2,4,1, 7.3,JAPAN,JAPAN TRENCH,  41.400,  143.500,    .51,17,,,,
1971,9,5,4,1, 7.1,RUSSIA,TATAR STRAIT,  46.500,  141.200,   2.00,29,,,,
1971,9,6,4,1, 5.5,RUSSIA,TATAR STRAIT,  46.700,  141.400,    .32,11,,,,
1971,9,6,4,6,,SOLOMON ISLANDS,"TINAKULA, SANTA CRUZ ISLANDS", -10.380,  165.800,,1,,,,
1971,9,8,4,1, 6.6,RUSSIA,TATAR STRAIT,  46.400,  141.100,    .09,2,,,,
1971,9,8,4,1, 6.2,RUSSIA,TATAR STRAIT,  46.300,  140.900,    .07,1,,,,
1971,9,25,2,3, 7.0,PAPUA NEW GUINEA,BISMARCK SEA,  -6.500,  146.600,   1.80,1,,,,
1971,9,27,4,1, 6.0,RUSSIA,TATAR STRAIT,  46.400,  141.100,    .03,1,,,,
1971,11,6,2,1, 5.7,USA,"RAT ISLANDS, ALEUTIAN ISLANDS, AK",  51.500,  179.100,    .10,2,,,,
1971,12,15,4,1, 7.8,RUSSIA,KAMCHATKA,  56.000,  163.300,    .47,12,,,,
1972,1,25,4,1, 7.5,TAIWAN,E. TAIWAN,  22.500,  122.300,    .05,2,,,,
1972,2,29,4,1, 7.4,JAPAN,EAST OFF HACHIJO ISLAND,  33.300,  140.800,    .42,28,,,,
1972,6,8,2,1, 6.6,CHILE,CENTRAL CHILE, -30.500,  -71.800,,0,,,,
1972,7,30,4,3, 7.6,USA,"SE. ALASKA, AK",  56.820, -135.685,    .10,3,,,,
1972,8,17,4,1, 7.1,PAPUA NEW GUINEA,SOLOMON SEA,  -6.000,  152.900,    .60,1,,,,
1972,8,26,1,8,,PAPUA NEW GUINEA,SOLOMON SEA,  -6.700,  147.000,   1.50,1,,,1,
1972,9,6,-1,1,,JAPAN,JAPAN,  32.900,  130.300,,0,,,,
1972,10,9,2,6,,PAPUA NEW GUINEA,"RITTER ISLAND, PAPUA NEW GUINEA",  -5.520,  148.121,,1,,,,
1972,12,2,2,1, 7.4,PHILIPPINES,"MINDANAO ISLAND, PHILIPPINES",   6.500,  126.600,    .50,32,,,,
1972,12,4,4,1, 7.4,JAPAN,CHICHI JIMA,  33.300,  140.700,    .50,39,,,,
1972,12,29,2,1, 5.4,CHILE,CENTRAL CHILE, -30.600,  -71.000,,0,,,,
1973,1,30,4,1, 7.5,MEXICO,S. MEXICO,  18.480, -103.000,   1.13,9,,,,
1973,2,28,4,1, 7.2,RUSSIA,N. KURIL ISLANDS,  50.500,  156.600,   1.50,7,,,,
1973,3,17,4,1, 7.5,PHILIPPINES,QUEZON,  13.400,  122.800,   1.30,2,,,,
1973,6,17,4,1, 7.7,JAPAN,HOKKAIDO ISLAND,  43.200,  145.800,   5.96,72,,,2,2
1973,6,24,4,1, 7.1,RUSSIA,S. KURIL ISLANDS,  43.300,  146.400,    .64,32,,,,
1973,6,26,4,1, 6.6,RUSSIA,S. KURIL ISLANDS,  43.200,  146.600,    .21,2,,,,
1973,10,5,4,1, 6.7,CHILE,CENTRAL CHILE, -32.500,  -71.500,    .40,1,,,,
1974,1,31,4,1, 7.0,SOLOMON ISLANDS,SOLOMON ISLANDS,  -7.500,  155.900,   1.50,1,,,,
1974,2,1,4,1, 7.1,SOLOMON ISLANDS,SOLOMON ISLANDS,  -7.400,  155.600,   4.50,3,,,2,
1974,5,8,4,1, 6.7,JAPAN,TOKAIDO,  34.600,  138.700,    .20,5,,,,
1974,8,18,1,1, 7.1,CHILE,SOUTHERN CHILE, -38.500,  -73.400,,0,,,,
1974,9,27,4,1, 6.7,RUSSIA,S. KURIL ISLANDS,  43.200,  146.700,    .37,3,,,,
1974,10,3,4,1, 8.1,PERU,CENTRAL PERU, -12.270,  -77.790,    .92,35,,,,
1974,10,17,4,8,,CANADA,"KITIMAT INLET, BRITISH COLOMBIA",  54.000, -128.700,   2.80,0,,,,
1974,10,17,4,6,,PAPUA NEW GUINEA,"RITTER ISLAND, PAPUA NEW GUINEA",  -5.520,  148.121,    .50,2,,,,
1974,12,28,0,1, 6.2,PAKISTAN,PAKISTAN,  35.100,   72.900,,0,,,,
1975,1,15,1,1, 5.9,INDONESIA,BANDA SEA,  -5.000,  130.000,,1,,,,
1975,3,13,1,1, 6.9,CHILE,CENTRAL CHILE, -29.900,  -71.300,,0,,,,
1975,4,27,4,8,,CANADA,"KITIMAT INLET, BRITISH COLUMBIA",  53.980, -128.680,   4.10,5,,,2,
1975,5,26,4,1, 7.7,ATLANTIC OCEAN,AZORES GIBRALTAR FRACTURE ZONE,  35.997,  -17.649,    .76,5,,,,
1975,6,10,4,1, 7.0,RUSSIA,S. KURIL ISLANDS,  43.024,  147.734,   5.50,40,,,2,
1975,7,20,4,1, 7.9,PAPUA NEW GUINEA,SOLOMON SEA,  -6.590,  155.054,   2.00,16,,,2,
1975,10,31,4,1, 7.6,PHILIPPINES,PHILIPPINE TRENCH,  12.540,  125.993,   3.00,28,1,,1,30
1975,11,29,4,3, 7.7,USA,HAWAII,  19.451, -155.033,  14.30,76,2,19,2,
1975,12,16,3,3, 4.9,FIJI,FIJI ISLANDS, -18.672,  178.464,    .25,1,,,,
1975,12,26,4,1, 7.8,SAMOA,SAMOA ISLANDS, -16.265, -172.467,    .38,3,,,,
1976,1,14,4,1, 8.0,NEW ZEALAND,KERMADEC ISLANDS, -28.427, -177.657,    .90,15,,,,
1976,1,21,4,1, 7.0,RUSSIA,S. KURIL ISLANDS,  44.915,  149.123,    .38,5,,,,
1976,2,4,4,1, 7.5,GUATEMALA,GUATEMALA,  15.324,  -89.101,    .12,1,,,,
1976,7,11,1,1, 6.7,PANAMA,PANAMA,   7.400,  -78.100,,0,,,,
1976,8,16,4,1, 8.0,PHILIPPINES,MORO GULF,   6.292,  124.090,   9.00,28,6800,6500,4,
1977,4,2,4,1, 7.6,SAMOA,SAMOA ISLANDS, -16.696, -172.095,    .08,2,,,,
1977,4,20,4,1, 6.8,SOLOMON ISLANDS,SOLOMON ISLANDS,  -9.828,  163.323,    .15,6,,,,
1977,4,20,4,1, 7.6,SOLOMON ISLANDS,SOLOMON ISLANDS,  -9.890,  160.348,,1,,,,
1977,4,21,4,1, 8.1,SOLOMON ISLANDS,SOLOMON ISLANDS,  -9.965,  160.731,    .04,4,,,,
1977,6,22,4,1, 7.2,TONGA,TONGA TRENCH, -22.878, -175.900,    .40,19,,,,
1977,8,19,4,1, 8.0,INDONESIA,SUNDA ISLANDS, -11.085,  118.464,  15.00,15,189,75,2,
1977,8,20,-1,1,,PAPUA NEW GUINEA,ADMIRALTY ISLANDS,  -1.100,  146.200,    .50,0,,,,
1977,8,28,2,1, 5.5,PAPUA NEW GUINEA,ADMIRALTY ISLANDS,  -1.081,  146.230,    .60,1,,,,
1977,10,10,2,1, 7.2,TONGA,TONGA TRENCH, -25.856, -175.406,    .03,2,,,,
1978,1,14,4,1, 6.6,JAPAN,TOKAIDO,  34.809,  139.259,    .35,14,,,,
1978,3,22,4,1, 6.7,RUSSIA,S. KURIL ISLANDS,  44.026,  149.002,    .07,2,,,,
1978,3,22,4,1, 6.6,RUSSIA,S. KURIL ISLANDS,  44.140,  149.029,    .05,2,,,,
1978,3,23,4,1, 6.8,RUSSIA,S. KURIL ISLANDS,  44.209,  148.971,    .17,4,,,,
1978,3,23,4,1, 7.5,RUSSIA,S. KURIL ISLANDS,  44.932,  148.439,    .30,15,,,,
1978,3,24,4,1, 7.6,RUSSIA,S. KURIL ISLANDS,  44.244,  148.862,    .65,20,,,,
1978,6,12,4,1, 7.7,JAPAN,SANRIKU,  38.190,  142.030,    .60,31,,,,
1978,6,12,-1,1,,INDIA,INDIA,,,,0,,,,
1978,6,14,3,1, 6.9,PHILIPPINES,"MINDANAO ISLAND, PHILIPPINES",   8.249,  122.403,    .03,1,,,,
1978,6,20,2,1, 6.4,GREECE,"THESSALONIKI (SALONICA), GREECE",  40.739,   23.229,    .45,5,,,,
1978,6,21,2,0,*,ITALY,"EASTERN ITALY, ADRIATIC SEA",  42.000,   16.000,    .60,2,,,1,
1978,7,23,3,1, 7.4,TAIWAN,TAIWAN,  22.282,  121.512,    .05,1,,,,
1978,8,14,4,1, 4.4,SPAIN,CADIZ,  36.370,   -6.980,    .12,1,,,,
1978,10,10,4,8,,NEW ZEALAND,OFF EAST COAST OF SOUTH ISLAND, -43.080,  172.970,,1,,,,
1978,11,29,2,1, 7.8,MEXICO,MEXICO,  16.010,  -96.591,   1.50,1,,,,
1979,2,20,4,1, 6.4,JAPAN,"IWATE, JAPAN",  40.232,  143.703,    .12,11,,,,
1979,2,28,4,3, 7.5,USA,"SE. ALASKA, AK",  60.691, -141.671,    .15,2,,,,
1979,3,14,4,1, 7.6,MEXICO,S. MEXICO,  17.813, -101.276,   1.30,3,,,,
1979,4,9,1,1, 5.3,MONTENEGRO,MONTENEGRO: BAR ULCINJ,  41.956,   19.023,,0,,,,
1979,4,15,4,1, 6.9,MONTENEGRO,MONTENEGRO,  42.096,   19.209,    .60,3,,,1,
1979,5,15,0,1, 5.6,GREECE,CRETE,  34.530,   24.437,,1,,,,
1979,7,18,4,8,,INDONESIA,LOMBLEN ISLAND [LEMBATA],  -8.600,  123.500,   9.00,1,1239,32,3,
1979,8,9,-1,8,,INDONESIA,LOMBLEN ISLAND [LEMBATA],  -8.500,  123.500,,1,,,,
1979,9,3,2,8,,VENEZUELA,PUERTO CUMAREBO,  11.517,  -69.500,,1,,,1,
1979,9,12,4,1, 7.9,INDONESIA,IRIAN JAYA,  -1.679,  136.040,   2.00,2,100,,2,400
1979,10,6,4,8,,NORWAY,NORTHERN NORWAY,  65.117,   12.333,   2.00,1,,,1,
1979,10,16,4,8,,FRANCE,FRENCH RIVIERA (LIGURIAN SEA),  43.700,    7.250,  10.00,6,9,,1,
1979,11,16,2,1, 6.9,FIJI,FIJI ISLANDS, -16.760,  179.984,,1,,,,
1979,12,12,4,1, 7.7,COLOMBIA,"COLOMBIA: OFF SHORE, PACIFIC OCEAN",   1.598,  -79.358,   6.00,53,600,20000,3,10000
1980,1,1,4,1, 7.2,PORTUGAL,AZORES,  38.815,  -27.780,,1,,,,
1980,2,23,4,1, 7.0,RUSSIA,S. KURIL ISLANDS,  43.530,  146.753,    .16,10,,,,
1980,5,18,0,6,*,USA,WASHINGTON,  46.200, -122.180, 250.00,2,,,,
1980,6,29,4,1, 6.2,JAPAN,HONSHU ISLAND,  34.808,  139.181,    .56,16,,,,
1980,7,17,4,1, 7.9,SOLOMON ISLANDS,SOLOMON ISLANDS, -12.525,  165.916,    .14,34,,,,
1980,10,10,4,3, 7.7,ALGERIA,EL ASNAM,  36.195,    1.354,    .70,6,,,,
1981,1,18,4,1, 6.9,JAPAN,E. HONSHU ISLAND,  38.640,  142.750,    .37,28,,,,
1981,2,24,4,1, 6.7,GREECE,ATHENS-EASTERN GULF OF CORINTH,  38.222,   22.934,    .30,4,,,,
1981,3,4,3,1, 6.4,GREECE,GULF OF CORINTH,  38.209,   23.288,   1.00,0,,,,
1981,5,11,2,8,,SOUTH AFRICA,AGULHAS BANK, -35.616,   20.267,    .29,9,,,,
1981,5,25,4,1, 7.6,NEW ZEALAND,NEW ZEALAND, -48.786,  164.357,    .30,1,,,,
1981,9,1,4,1, 7.7,SAMOA,SAMOA ISLANDS, -14.960, -173.085,   1.00,4,,,1,
1981,10,25,4,1, 7.3,MEXICO,MEXICO,  18.084, -102.084,    .09,1,,,,
1982,1,11,2,1, 7.1,PHILIPPINES,PHILIPPINES,  13.752,  124.358,    .10,1,,,,
1982,2,24,2,1, 5.4,INDONESIA,JAVA TRENCH,   4.374,   97.755,    .10,0,,,,
1982,3,11,1,1, 6.6,INDONESIA,SUMBAWA ISLAND,  -9.265,  118.479,    .10,0,,,,
1982,3,21,4,1, 6.9,JAPAN,HOKKAIDO ISLAND,  42.158,  142.361,   1.30,31,,,,
1982,7,23,4,1, 7.2,JAPAN,"IBARAKI, JAPAN",  36.194,  141.702,    .40,22,,,,
1982,12,19,4,1, 7.5,TONGA,KERMADEC ISLANDS, -24.133, -175.864,    .20,4,,,,
1982,12,25,-1,3, 6.0,INDONESIA,FLORES SEA,  -8.405,  123.080,,0,,,,
1982,12,28,4,1, 6.4,JAPAN,S. OF HONSHU ISLAND,  33.826,  139.434,    .19,1,,,,
1983,1,17,3,1, 7.2,GREECE,IONIAN SEA,  38.026,   20.228,,1,,,,
1983,3,12,4,1, 6.9,INDONESIA,BANDA SEA,  -4.056,  127.924,   3.00,1,,,,
1983,3,18,4,1, 7.9,PAPUA NEW GUINEA,NEW BRITAIN,  -4.883,  153.581,    .30,4,,,,
1983,5,26,4,1, 7.8,JAPAN,"NOSHIRO, JAPAN",  40.462,  139.102,  14.93,229,100,324,4,3513
1983,6,9,4,1, 5.9,JAPAN,"NOSHIRO, JAPAN",  40.249,  138.948,    .60,1,,,,
1983,6,21,4,1, 6.9,JAPAN,N. HONSHU ISLAND,  41.346,  139.099,   1.00,27,,,,
1983,8,6,2,1, 7.0,GREECE,NORTH AEGEAN SEA,  40.142,   24.766,,1,,,,
1983,8,17,4,1, 7.1,RUSSIA,"KAMCHATKA BAY, RUSSIA",  55.867,  161.287,    .10,1,,,,
1983,8,17,4,1, 6.6,PHILIPPINES,LUZON ISLAND,  18.231,  120.860,    .10,1,,,,
1983,8,17,1,6,,INDONESIA,LESSER SUNDA ISLANDS,  -8.540,  123.590,,0,,,,
1983,8,18,4,8,,NORWAY,WESTERN NORWAY,  61.233,    7.717,   7.00,1,,,1,
1983,10,4,4,1, 7.7,CHILE,NORTHERN CHILE, -26.535,  -70.563,    .20,1,,,,
1983,11,30,4,1, 7.7,UK TERRITORY,CHAGOS ARCHIPELAGO REGION,  -6.852,   72.110,   1.50,3,,,1,
1984,1,8,1,1, 6.8,INDONESIA,SULAWESI,  -2.823,  118.806,    .10,0,,,,
1984,2,11,4,1, 5.4,GREECE,"CORINTHOS GULF, GREECE",  38.396,   22.094,,1,,,,
1984,3,24,4,1, 7.2,RUSSIA,S. KURIL ISLANDS,  44.117,  148.192,    .20,3,,,,
1984,6,13,4,1, 5.5,JAPAN,"TORI SHIMA, OKINAWA",  31.448,  140.036,    .50,9,,,,
1984,8,6,4,1, 7.0,JAPAN,"KYUSHU, JAPAN",  32.386,  131.945,    .20,6,,,,
1984,9,18,4,1, 6.9,JAPAN,HONSHU ISLAND,  34.006,  141.500,    .13,12,,,,
1984,12,28,4,1, 6.8,RUSSIA,KAMCHATKA,  56.194,  163.460,    .20,2,,,,
1985,3,3,4,1, 8.0,CHILE,CENTRAL CHILE, -33.132,  -71.708,   3.50,64,,,,
1985,3,16,4,1, 6.4,GUADELOUPE (FRENCH TERRITORY),GUADELOUPE,  17.013,  -62.448,    .12,1,,,,
1985,4,13,2,1, 6.2,INDONESIA,BALI ISLAND,  -9.245,  114.185,   2.00,1,,,,
1985,7,3,2,3, 7.3,PAPUA NEW GUINEA,NEW IRELAND,  -4.439,  152.828,   1.30,2,,,,
1985,9,19,4,1, 8.0,MEXICO,MEXICO,  18.190, -102.533,   3.00,19,,,1,
1985,9,21,4,1, 7.6,MEXICO,MEXICO,  17.802, -101.647,   1.20,3,,,,
1986,5,7,4,1, 8.0,USA,"ANDREANOF ISLANDS, AK",  51.520, -174.776,    .90,66,,,,
1986,5,17,1,1, 6.4,USA,"ANDREANOF ISLANDS, AK",  52.327, -174.504,,0,,,,
1986,10,20,4,1, 7.8,NEW ZEALAND,KERMADEC ISLANDS, -28.117, -176.367,    .22,8,,,,
1986,11,14,4,1, 7.8,TAIWAN,TAIWAN,  23.901,  121.574,    .30,3,,,,
1987,2,6,4,1, 6.7,JAPAN,E. HONSHU ISLAND,  36.988,  141.689,    .10,3,,,,
1987,2,8,4,1, 7.4,PAPUA NEW GUINEA,SOLOMON SEA,  -6.088,  147.689,   1.50,1,,,,
1987,2,21,4,8,,NORWAY,WESTERN NORWAY,  62.200,    6.650,   3.00,1,,,,
1987,3,5,4,1, 7.6,CHILE,NORTHERN CHILE, -24.388,  -70.161,    .20,6,,,,
1987,3,18,4,1, 6.7,JAPAN,KYUSHU ISLAND,  32.034,  131.837,    .04,1,,,,
1987,3,24,4,1, 5.1,JAPAN,HONSHU ISLAND,  37.447,  137.865,    .16,3,,,,
1987,5,20,4,8,,NEW ZEALAND,DEEP COVE, -45.460,  167.150,,1,,,,
1987,6,18,1,1, 6.3,SOLOMON ISLANDS,SOLOMON ISLANDS, -10.717,  162.330,    .10,1,,,,
1987,7,6,3,1, 6.7,VANUATU,VANUATU ISLANDS, -14.074,  167.828,    .10,1,,,,
1987,10,6,4,1, 7.3,TONGA,TONGA ISLANDS, -17.940, -172.225,    .25,2,,,,
1987,10,12,4,1, 7.0,PAPUA NEW GUINEA,SOLOMON SEA,  -7.288,  154.371,    .10,1,,,,
1987,10,16,4,1, 7.4,PAPUA NEW GUINEA,SOLOMON SEA,  -6.266,  149.060,    .10,2,,,1,
1987,11,17,4,1, 7.2,USA,"GULF OF ALASKA, AK",  58.586, -143.270,    .06,1,,,,
1987,11,26,-1,1, 6.6,INDONESIA,TIMOR SEA,  -8.247,  124.155,    .10,0,,,,
1987,11,30,4,1, 7.9,USA,"GULF OF ALASKA, AK",  58.679, -142.786,    .43,10,,,1,
1988,2,5,4,1, 7.2,CHILE,NORTHERN CHILE, -24.753,  -70.433,    .10,1,,,,
1988,3,6,4,1, 7.8,USA,"GULF OF ALASKA, AK",  57.262, -142.747,    .19,8,,,,
1988,4,20,4,8,,ITALY,"LA FOSSA VOLCANO, VULCANO IS.",  38.400,   14.967,   2.00,1,,,,
1988,4,30,-1,9,,USA,S. CALIFORNIA,,,,1,,,,
1988,6,24,4,1, 5.4,PHILIPPINES,NORTH OF LUZON ISLAND,  18.606,  121.013,   1.03,2,,,,
1988,7,5,4,1, 6.8,PAPUA NEW GUINEA,PAPUA NEW GUINEA,  -5.964,  148.780,    .10,1,,,,
1988,8,6,0,1, 7.2,BANGLADESH,"JAMUNA RIVER, ARICHA, BANGLADESH",  25.149,   95.127,,0,3,,,
1988,8,10,4,1, 7.6,SOLOMON ISLANDS,SOLOMON ISLANDS, -10.258,  160.896,    .09,2,1,,1,100
1989,5,23,4,1, 8.1,AUSTRALIA,MACQUARIE ISLAND, -52.341,  160.568,    .10,2,,,,
1989,6,26,4,3, 6.5,USA,HAWAII,  19.362, -155.083,    .29,3,,,,
1989,9,4,4,1, 7.1,USA,"SEMIDI ISLANDS, AK",  55.543, -156.835,    .10,2,,,,
1989,10,18,4,1, 6.9,USA,N. CALIFORNIA,  37.036, -121.883,   1.00,3,,,1,
1989,10,29,4,1, 6.5,JAPAN,N. HONSHU ISLAND,  39.571,  143.333,    .11,4,,,,
1989,10,29,2,1, 5.9,ALGERIA,"ALGIERS, CHERCHELL, TIPAZA",  36.788,    2.448,,1,,,,
1989,11,1,3,1, 4.4,USA TERRITORY,PUERTO RICO,  18.986,  -68.833,    .10,1,,,,
1989,11,1,3,1, 7.4,JAPAN,JAPAN,  39.837,  142.760,    .90,12,,,,
1990,2,8,4,1, 6.6,PHILIPPINES,PHILIPPINES,   9.755,  124.694,   2.10,0,,,,
